	Adrenal-exp_g	Adrenal-exp_n	Adrenal-exp_t	Adrenal-l2fc_gtex	Adrenal-l2fc_normal	Adrenal-num_g	Adrenal-num_n	Adrenal-num_t	Bladder-exp_g	Bladder-exp_n	Bladder-exp_t	Bladder-l2fc_gtex	Bladder-l2fc_normal	Bladder-num_g	Bladder-num_n	Bladder-num_t	Brain-exp_g	Brain-exp_n	Brain-exp_t	Brain-l2fc_gtex	Brain-l2fc_normal	Brain-num_g	Brain-num_n	Brain-num_t	Breast-exp_g	Breast-exp_n	Breast-exp_t	Breast-l2fc_gtex	Breast-l2fc_normal	Breast-num_g	Breast-num_n	Breast-num_t	Colon-exp_g	Colon-exp_n	Colon-exp_t	Colon-l2fc_gtex	Colon-l2fc_normal	Colon-num_g	Colon-num_n	Colon-num_t	Esophagus-exp_g	Esophagus-exp_n	Esophagus-exp_t	Esophagus-l2fc_gtex	Esophagus-l2fc_normal	Esophagus-num_g	Esophagus-num_n	Esophagus-num_t	Kidney-exp_g	Kidney-exp_n	Kidney-exp_t	Kidney-l2fc_gtex	Kidney-l2fc_normal	Kidney-num_g	Kidney-num_n	Kidney-num_t	Liver-exp_g	Liver-exp_n	Liver-exp_t	Liver-l2fc_gtex	Liver-l2fc_normal	Liver-num_g	Liver-num_n	Liver-num_t	Lung-exp_g	Lung-exp_n	Lung-exp_t	Lung-l2fc_gtex	Lung-l2fc_normal	Lung-num_g	Lung-num_n	Lung-num_t	Pancreas-exp_g	Pancreas-exp_n	Pancreas-exp_t	Pancreas-l2fc_gtex	Pancreas-l2fc_normal	Pancreas-num_g	Pancreas-num_n	Pancreas-num_t	Prostate-exp_g	Prostate-exp_n	Prostate-exp_t	Prostate-l2fc_gtex	Prostate-l2fc_normal	Prostate-num_g	Prostate-num_n	Prostate-num_t	Skin-exp_g	Skin-exp_n	Skin-exp_t	Skin-l2fc_gtex	Skin-l2fc_normal	Skin-num_g	Skin-num_n	Skin-num_t	Stomach-exp_g	Stomach-exp_n	Stomach-exp_t	Stomach-l2fc_gtex	Stomach-l2fc_normal	Stomach-num_g	Stomach-num_n	Stomach-num_t	Testis-exp_g	Testis-exp_n	Testis-exp_t	Testis-l2fc_gtex	Testis-l2fc_normal	Testis-num_g	Testis-num_n	Testis-num_t	Thyroid-exp_g	Thyroid-exp_n	Thyroid-exp_t	Thyroid-l2fc_gtex	Thyroid-l2fc_normal	Thyroid-num_g	Thyroid-num_n	Thyroid-num_t	Uterus-exp_g	Uterus-exp_n	Uterus-exp_t	Uterus-l2fc_gtex	Uterus-l2fc_normal	Uterus-num_g	Uterus-num_n	Uterus-num_t	l2fc_gtex	l2fc_normal
SELP	6.61793449641		4.48003530594	-2.1374443597		125	0	76	7.5075332778	9.54193553775	6.98357532017	-0.523957957636	-2.55836021758	9	19	407	1.78406564917	1.96452141221	1.69736730793	-0.0866983412428	-0.267154104284	929	5	689	8.95277253369	9.97468264872	7.60315903784	-1.34961750578	-2.37153004087	178	112	1097	7.26917908789	8.2317220034	6.66178343625	-0.607309626233	-1.56985254174	303	51	382	7.63047409105	8.31959519844	7.39456397758	-0.235909684363	-0.926890346506	271	12	182	8.23273132376	9.45730967798	8.93845829908	0.705726975313	-0.519261015651	27	72	529	6.25438018667	7.77036827812	5.70304151816	-0.551340861334	-2.06964113743	110	50	371	9.12824477002	10.9836925892	8.39555499653	-0.73268977349	-2.58813759267	287	59	515	5.94528590723	9.4944472144	9.34843394206	3.40314803483	-0.159573656434	165	4	179	8.49435975001	9.4665147706	8.95043535415	0.456047563858	-0.516079416457	100	51	495	6.45743150886	9.15932613281	6.18600408521	-0.271429666731	-2.9733220476	556	1	467	7.00839344599	9.42271232612	8.44858502288	1.44019157689	-0.975829295388	173	36	413	5.68755144998		6.1953948994	0.507969336833		165	0	154	7.7335707568	7.82615385072	8.81145408125	1.07783551102	0.985303978487	278	59	512	8.54251644369	10.4608466915	6.22764525678	-2.31487303459	-4.23320143473	78	23	181	-0.253669675547	-1.81974683959
CD63	13.6990560151		15.8869661799	2.18793637879		125	0	76	13.1651383829	15.092251504	15.1041069192	1.93896853632	0.0118554152704	9	19	407	12.6122799149	12.6787953718	13.8677956479	1.25551573298	1.18900027609	929	5	689	13.3295557469	14.3048841206	14.5220312951	1.19247540423	0.217136202114	178	112	1097	13.4551622975	15.2895834396	14.635301401	1.18014169019	-0.654279451867	303	51	382	12.4258256337	14.1186663891	13.6085330742	1.18274957725	-0.513850463632	271	12	182	13.2589357062	13.768180037	15.3246659827	2.06573027659	1.55644891799	27	72	529	12.6468418231	13.8991475576	14.80937999	2.16239710368	0.910224022858	110	50	371	13.7002646329	15.6216798869	15.6153585832	1.91509395027	-0.00632130370998	287	59	515	13.5804504868	15.7322388571	15.8795834487	2.29913296196	0.135388701163	165	4	179	12.6878104655	14.6918409511	14.4793651523	1.79155461396	-0.212475798867	100	51	495	12.419292605	15.9700325615	16.3094766361	3.89018262959	0.339444074574	556	1	467	13.473115715	14.3856012035	14.3669770975	0.893861382541	-0.0187305958435	173	36	413	11.8488146931		14.2192013522	2.37038977566		165	0	154	13.1373409739	14.5452992231	15.9376679496	2.80032691872	1.39236872746	278	59	512	13.2691893673	15.0976694111	14.96502341	1.69583264205	-0.132646001063	78	23	181	1.9270312433	0.00276705578023
FCGR1A	6.70323780661		7.08210855797	0.379736803326		125	0	76	4.44657579537	6.89367723508	7.83616793804	3.38959214268	0.942490702966	9	19	407	7.14486839546	9.18548246482	9.92005792237	2.77518952691	0.734575457551	929	5	689	4.68184080783	7.18288408091	8.89090737769	4.20905973704	1.70792915861	178	112	1097	4.55796077373	6.1468096596	7.16172241159	2.60379898954	1.01495010367	303	51	382	4.63889357245	6.40948131154	7.1461012876	2.50723545938	0.734780702835	271	12	182	5.93303331819	5.81108163473	9.73843631711	3.80540299892	3.92735452292	27	72	529	4.62932522457	6.60352601471	6.91520386336	2.28586709682	0.310942574412	110	50	371	7.72152197216	10.9797325617	9.7517303463	2.03020837414	-1.22800221543	287	59	515	5.30977847295	10.7414674507	9.29992059998	3.99014212704	-1.46813305078	165	4	179	5.28329196325	6.33378547316	6.50384171266	1.22024453698	0.170056239502	100	51	495	2.669428606	10.7451543503	8.50097313971	5.83154452905	-2.24418121055	556	1	467	4.90091780934	5.62260696212	8.03922359668	3.13830578734	2.41244489734	173	36	413	6.21513643718		8.30739494423	2.09231067875		165	0	154	5.10053146997	6.55799646659	7.87160480536	2.77098877271	1.31360833877	278	59	512	3.7362380903	6.70434574447	8.16232501507	4.42608649292	1.45797927059	78	23	181	2.77308914981	0.734678080193
CEACAM1	9.20397506787		9.51102423041	0.307462218036		125	0	76	8.12208897618	10.3206118294	10.436868383	2.31477940678	0.116256553593	9	19	407	4.09575377926	2.76673598348	3.49470484063	-0.601048938628	0.727968857156	929	5	689	8.56308025884	10.5468866974	10.0368195623	1.47371051185	-0.510068123765	178	112	1097	7.79330226462	15.4789855327	13.1174052335	5.3241050896	-2.36157817843	303	51	382	11.6668720767	10.0882280258	11.4517084677	-0.214728696255	1.3630458749	271	12	182	10.7720653006	10.6949570243	10.1022702334	-0.669795067211	-0.592686982313	27	72	529	10.984781055	11.880939382	11.984087365	0.999282293931	0.103015908055	110	50	371	8.17119617685	9.69628091511	11.4363151483	3.26511897146	1.7400342332	287	59	515	6.56028449424	10.3945949893	12.0538012259	5.49351673169	1.62284005795	165	4	179	10.1148637874	10.9619425677	10.3090006381	0.194109520387	-0.652941929615	100	51	495	7.43651190032	11.4761690685	10.9555441351	3.51903156861	-0.520624933379	556	1	467	8.09847059504	11.3559994915	11.8356491728	3.73717857778	0.479557882067	173	36	413	6.47904169184		8.00398297141	1.52494190239		165	0	154	7.44088685658	7.24522826727	7.21739172921	-0.223527214675	-0.0278355421747	278	59	512	7.74926561374	9.73785931955	9.89484113565	2.14557527273	0.156981816096	78	23	181	1.49932620712	0.0375901829403
CEACAM8	0.645982281905		0.719238758228	0.0732678375321		125	0	76	0.0	0.0	0.0	0.0	0.0	9	19	407	1.13799824618	0.0	0.0	-1.13799824618	0.0	929	5	689	1.02753968956	0.568857702448	0.0	-1.02772060455	-0.5688623902	178	112	1097	0.978268795779	4.37015475042	2.67597743599	1.69770873405	-1.69417722059	303	51	382	0.0	1.08712566206	1.46783055197	1.46783398455	0.379914745269	271	12	182	1.58860576893	0.0	0.0	-1.58860576893	0.0	27	72	529	1.94394500601	0.0	0.0	-1.94429664319	0.0	110	50	371	4.61568977183	5.38175723989	1.53802750014	-3.07766227169	-3.84372973975	287	59	515	0.0	2.99807834327	1.41188834442	1.41188834442	-2.35945393726	165	4	179	0.0	0.0	0.0	0.0	0.0	100	51	495	0.0	0.0	0.0	0.0	0.0	556	1	467	0.0	0.644023046781	1.55763715027	1.55763715027	0.913426991535	173	36	413	1.78244191677		0.0	-1.78244191677		165	0	154	0.823293881717	0.0	0.0	-0.823296594858	0.0	278	59	512	0.606624173752	0.0	0.0	-0.606664498687	0.0	78	23	181	-0.303332249344	0.0
CEACAM6	1.82418946929		0.0	-1.82418946929		125	0	76	2.48510405612	6.24267230841	9.33257630606	6.84747224994	3.08990399765	9	19	407	2.26679980279	0.787188400829	0.0	-2.26679980279	-0.787188400829	929	5	689	3.66935765415	7.3957161513	9.95837380441	6.28901594635	2.56259474407	178	112	1097	6.52539309598	14.8330519826	15.9627812269	9.43738813634	1.12972924971	303	51	382	13.177741033	9.47540813255	13.1611993972	-0.0165343210512	3.67533752013	271	12	182	1.93409427996	0.782160597816	1.02191891468	-0.912175365275	0.239483227818	27	72	529	3.84085664041	3.91187480736	1.09593801597	-2.74494608084	-2.81606885381	110	50	371	12.8621217418	15.4021531661	16.2671499922	3.40502825034	0.864996826029	287	59	515	7.41320724378	10.7276340805	16.3520212351	8.93881399135	5.58285571837	165	4	179	4.83014976365	8.30942284864	6.52697087375	1.6968101171	-1.78245197489	100	51	495	7.88401957338	0.0	1.10757607852	-6.77644358729	1.10757607852	556	1	467	4.38590483378	12.5353416517	14.016982969	9.63107813519	1.47557133317	173	36	413	2.95348316412		9.0533502339	6.10032080857		165	0	154	2.60935583248	2.87375581872	7.5270078038	4.91814306225	4.65374582409	278	59	512	2.19246583605	4.5487175491	6.50454398012	4.312036408	1.95582643102	78	23	181	3.85853232917	1.11865266412
CD68	10.984002415		10.6128773808	-0.370434884741		125	0	76	9.97112460159	12.1358324002	12.2023029737	2.23117837213	0.066470573473	9	19	407	7.76173342834	10.0555024425	11.5546728039	3.79293937557	1.49917036143	929	5	689	10.3991966971	11.8051018875	12.1733149755	1.77410360194	0.368105977895	178	112	1097	9.8716484746	13.0541952616	12.284709076	2.41306065858	-0.769486128392	303	51	382	10.7069746495	12.3488618665	12.6878211576	1.98088434733	0.337220356328	271	12	182	10.232332974	10.6966408778	13.9498231041	3.71749013016	3.25317587613	27	72	529	10.0634787234	12.5273231406	12.2944348177	2.23090496255	-0.233356038822	110	50	371	12.5871141246	15.1844602181	13.5918906339	1.00477650933	-1.59256958417	287	59	515	8.27125837486	14.1689984552	13.7707570813	5.49949870646	-0.41712366102	165	4	179	7.63854456294	10.0020321949	10.2593151341	2.62073831918	0.257282939208	100	51	495	8.75095814168	14.0683626238	13.1573257965	4.40636762684	-0.911036827393	556	1	467	9.75538472276	13.033320284	13.0893652818	3.33398055904	0.055845648832	173	36	413	4.11738834231		12.2863556917	8.1689979044		165	0	154	8.75196989107	9.98686523416	11.2914667523	2.53948521652	1.30460200629	278	59	512	8.14426826616	10.2774714716	11.0590068623	2.91473415026	0.781535390663	78	23	181	2.58011176785	0.0611581111525
CD7	4.38387207313		4.85775418182	0.477335628186		125	0	76	5.57926663446	9.3329113201	8.03036653837	2.45109990391	-1.30254478173	9	19	407	3.97522267014	4.50914101406	4.87856529207	0.903342621936	0.369424278009	929	5	689	5.94412230504	6.47700065706	7.00404618113	1.05987452506	0.527024965056	178	112	1097	6.63368358122	9.32697954309	7.45727485726	0.823609298758	-1.86968666311	303	51	382	6.18769824082	7.94781278128	8.43683030046	2.24913998077	0.407703786584	271	12	182	6.54129021936	4.37968849833	8.20985209737	1.66856187801	3.82921699953	27	72	529	7.18253212725	7.63455166043	7.76969410243	0.586826776411	0.135008487045	110	50	371	8.34466290412	9.0780792524	9.16016098693	0.815498082812	0.0820817345295	287	59	515	4.67712103129	9.36800377032	8.63974743139	3.9626264001	-0.785592765109	165	4	179	6.40531550477	7.15741337659	6.97711277847	0.571765519347	-0.180300598127	100	51	495	5.33201172708	11.4482849488	8.06122908566	2.72921512006	-3.38705586319	556	1	467	7.0272867143	9.86594795495	9.31630397414	2.28901725983	-0.54965079918	173	36	413	4.16419548405		9.32695691529	5.16277540941		165	0	154	5.7743247607	6.7300654951	7.08713953626	1.31281472274	0.357074075764	278	59	512	5.46898022295	8.13342402266	8.12606311239	2.65708014625	-0.00736091027253	78	23	181	1.49068830037	-0.0938307541998
TFRC	10.9370705994		11.3655033997	0.428445186609		125	0	76	10.3580494258	12.6432613067	13.1427771475	2.78472772168	0.499515840822	9	19	407	10.7781956013	11.4778122908	11.1955458461	0.41735024478	-0.282266444676	929	5	689	10.1878736401	11.6227849291	12.4843113701	2.29643698088	0.861523542653	178	112	1097	11.1739498085	13.8159569024	14.1056560099	2.93170662588	0.289699531967	303	51	382	11.524985947	11.888866524	14.0320575571	2.50707200452	2.14226556642	271	12	182	10.3391844451	11.4425989303	11.9088714724	1.5696870273	0.466271875316	27	72	529	10.973862393	10.6883920268	12.1689914855	1.19512909244	1.48059904456	110	50	371	12.2585381954	14.2038843581	12.7494320328	0.490893837453	-1.4544523253	287	59	515	10.3199878014	11.7912426015	12.6358820215	2.31589422017	0.843547131096	165	4	179	10.0501690577	11.0122072845	10.3230326269	0.272825225613	-0.689174657587	100	51	495	10.6059654811	12.2939649516	12.2351210768	1.62915543222	-0.0588438748003	556	1	467	10.7222511215	11.8128953374	13.363344609	2.64109348756	1.55043876444	173	36	413	10.1358581593		11.822679763	1.68691976469		165	0	154	9.91468306815	11.5894394153	11.1215880665	1.20690806714	-0.467848279986	278	59	512	10.2409053354	11.3250211278	13.127055816	2.88611395706	1.80203468821	78	23	181	1.65803759845	0.377985703642
NT5E	7.2822777633		7.8014615356	0.519183772636		125	0	76	9.49563369888	11.2591755565	9.46083138193	-0.0348023169551	-1.79834417462	9	19	407	9.46095776201	9.4350407035	10.6957338086	1.2347760466	1.26069310511	929	5	689	9.55463403329	10.653763229	9.39650359569	-0.158163203065	-1.25734060059	178	112	1097	9.83224682593	11.9229416197	11.2142063472	1.38197507829	-0.708719715502	303	51	382	7.15536985256	10.7358173181	11.1020471369	3.94669407905	0.363534578228	271	12	182	8.83148761224	9.79697667095	10.7409281319	1.90944051968	0.943730895231	27	72	529	10.32983572	11.6962723895	11.1810187818	0.851129584783	-0.515312494524	110	50	371	7.97204949903	10.3187517362	11.3142779638	3.34222846476	0.99552622762	287	59	515	6.37858240915	10.4068923032	11.5625023375	5.18391992838	0.915143767223	165	4	179	9.06645929335	10.3454563537	8.76485075986	-0.301682557997	-1.58060559381	100	51	495	8.31408626429	7.9270138932	9.12365939942	0.8095731065	1.19664550622	556	1	467	8.36953210589	11.1527297799	11.231167961	2.86163585512	0.0762832870422	173	36	413	8.56076132658		7.76481799701	-0.795698198681		165	0	154	10.0260579711	10.6203974822	12.4661587293	2.44010971562	1.84577060407	278	59	512	10.7215850043	12.7059081452	9.88204334888	-0.839541942973	-2.82386479633	78	23	181	1.04295281569	-0.219514603741
CD74	14.0774057001		14.4955458665	0.423221197958		125	0	76	12.9959232367	16.1917859426	15.7256850917	2.72976185504	-0.466100850888	9	19	407	12.1949493344	13.1738359397	14.7624216737	2.56747233926	1.58858573396	929	5	689	14.2954557566	15.5862507313	16.0868126894	1.79135284591	0.50039877359	178	112	1097	13.1634673243	16.1226094218	15.0277571182	1.864289833	-1.09485226451	303	51	382	13.0514189203	15.4418869633	15.6740536112	2.62291225937	0.230502583098	271	12	182	14.8215335044	15.2858879969	17.6732455564	2.85171205197	2.38735749894	27	72	529	12.8276322451	15.1367616709	15.848645186	3.02101197008	0.711819606156	110	50	371	15.5834951585	18.4904687239	17.6397809296	2.0562857711	-0.850687794224	287	59	515	12.4091345888	18.1957770299	17.2338316543	4.82469706542	-0.961945748585	165	4	179	13.3697052411	15.3769950542	15.0053702158	1.6356590762	-0.371624838356	100	51	495	13.5905682622	18.3783202996	16.1397776939	2.54920686722	-2.23854260567	556	1	467	13.294909002	16.7080097521	16.8075762816	3.5126672796	0.0716157996002	173	36	413	10.9883050143		16.0540097635	5.06637974476		165	0	154	13.7631481422	15.227230551	16.6415704014	2.87842492753	1.41434389535	278	59	512	13.3802392346	16.2941838585	16.3004353914	2.92019615577	0.00625153294594	78	23	181	2.6763370572	-0.182686652705
CD79A	2.74941549994		4.01767772572	1.26830499727		125	0	76	3.0499252491	7.86139875049	6.57720152415	3.52727627505	-1.28419722634	9	19	407	2.46024666999	2.4435669491	3.43917210784	0.97892543785	0.995605158737	929	5	689	4.55966731259	7.62611203036	7.35597823926	2.7962725092	-0.270192649348	178	112	1097	4.3262293429	10.9450192444	7.3846193793	3.05839010719	-3.56039979426	303	51	382	5.41388393491	8.27093188908	7.43483806146	2.02096415594	-0.85091523741	271	12	182	3.65789870671	4.07387255992	6.48236714625	2.82446843954	2.4078808147	27	72	529	4.73105024904	6.41786127532	5.0825722691	0.35134995772	-1.33568491769	110	50	371	6.19968470489	8.20116219024	10.0454448273	3.8457601224	1.84428263705	287	59	515	3.40837787831	8.75648657365	8.55402324098	5.14564536267	-0.258448481528	165	4	179	3.90402868702	6.18072451185	5.75605114576	1.85200827614	-0.424673366088	100	51	495	2.8339254769	13.1285420468	7.58990509066	4.75597748858	-5.53863695612	556	1	467	6.32255370925	11.2226206382	9.47913007096	3.15657636171	-1.74413739295	173	36	413	3.16337037029		9.2137468419	6.05138469473		165	0	154	3.03743456609	5.84068389678	5.7520229007	2.71461936765	-0.088629953686	278	59	512	2.77547989807	6.56682073298	6.35184194328	3.57613794537	-0.214978789705	78	23	181	2.94142927337	-0.637794301749
CD79B	5.0590936873		6.14311517744	1.08426917488		125	0	76	5.91855957803	8.57465991256	6.46895319694	0.550393618909	-2.10570671562	9	19	407	3.56369758455	3.72716574333	3.72455459257	0.160857008019	-0.00261115076122	929	5	689	7.13041102569	7.61655840549	6.91575205278	-0.214778462169	-0.700808727035	178	112	1097	5.91199748878	8.72595984025	6.08836381736	0.176366407365	-2.63759594411	303	51	382	6.09333416595	5.98010294224	5.58473134279	-0.508543971136	-0.406475474568	271	12	182	6.11356317045	6.72668051935	8.44273148501	2.32916831455	1.71562490645	27	72	529	5.82263444719	6.99678365252	7.13235068842	1.30967896354	0.135566390098	110	50	371	6.19678247794	7.8098232879	8.20380363084	2.0070211529	0.393980342933	287	59	515	4.57094342394	8.84627160348	7.99329576745	3.42235234352	-0.961219299423	165	4	179	6.43550592851	7.18094924146	6.55248811038	0.11689805201	-0.628461131077	100	51	495	6.5694526177	12.4195879416	7.76350614613	1.19405268546	-4.65608179545	556	1	467	5.9200223017	8.15968612123	6.85155805831	0.931535756606	-1.31456892227	173	36	413	4.6796432378		8.01279045754	3.33315448413		165	0	154	5.50074661642	5.51935761396	7.18721533828	1.68646235535	1.667862165	278	59	512	6.86063023625	8.59023166733	6.43565722964	-0.425072489811	-2.15457443769	78	23	181	1.00790246574	-0.831014013229
CD80	2.43419456524		2.25211268265	-0.181679783058		125	0	76	1.69339144659	3.6260303266	4.59218549956	2.89879405297	0.966155172969	9	19	407	1.02538570763	1.28192838712	2.11716794121	1.09178223358	0.835239554097	929	5	689	2.21739916389	3.40377557934	5.4672537243	3.24985429713	2.06346247319	178	112	1097	2.00439336589	4.78585616024	4.95242958793	2.94806716606	0.166604371712	303	51	382	2.13077113914	3.70030717543	5.66128115114	3.53052657647	1.9527678276	271	12	182	2.40696314028	2.52351492295	5.25611968206	2.84915654178	2.73249988746	27	72	529	3.1745679108	3.87888593286	3.62627734259	0.451519165758	-0.252641718223	110	50	371	6.07387088827	7.48924760723	6.67122153494	0.597350646675	-0.818026072287	287	59	515	3.04282208071	7.10504242318	6.29648089256	3.25365881185	-1.05644371374	165	4	179	2.06001577602	2.894348009	2.93727782702	0.877200440765	0.0429298180259	100	51	495	1.40395068016	7.35216368698	4.57375300151	3.16976314202	-2.77841068547	556	1	467	2.10832539277	4.00519788112	6.18316956017	4.07484416741	2.17597192086	173	36	413	2.18894628108		5.84935961259	3.66042909811		165	0	154	3.71278894484	5.01442873674	4.67596623904	0.963176296502	-0.338462494534	278	59	512	1.68669101645	2.39322451407	4.14023435077	2.45332344831	1.74700983669	78	23	181	2.87397529737	0.104767094869
CD83	8.18878142958		10.6941901211	2.50541199782		125	0	76	5.92211324964	9.86005105208	9.34529032256	3.42317707292	-0.514760729518	9	19	407	9.13846867674	10.5027604666	9.32812114935	0.189652472611	-1.17463931725	929	5	689	7.25773429195	9.13979735919	9.49904485804	2.24123133545	0.358941237661	178	112	1097	6.46828967757	8.79699128656	8.88356798468	2.41527837436	0.0865767653693	303	51	382	6.36839242733	7.5798934241	8.87540879565	2.50702822434	1.29460411775	271	12	182	8.78445236773	9.98754167578	9.72607006173	0.941617693997	-0.2614736883	27	72	529	6.49748360461	8.29057607448	8.23497212053	1.73748727417	-0.055609259641	110	50	371	9.49942143982	12.0399128323	10.5061416105	1.0067201707	-1.53377122177	287	59	515	6.16622704804	10.9186823606	9.80258495591	3.63635790787	-1.31277175853	165	4	179	8.21537167866	9.30555276809	8.7495639904	0.534165041611	-0.555988777685	100	51	495	7.3475393069	11.3872604446	10.2780209226	2.930481444	-1.10923952207	556	1	467	6.30713317539	8.14843472314	9.08999239142	2.78285921603	0.940925120885	173	36	413	7.27342497076		10.4141551536	3.14073040651		165	0	154	6.88965613263	9.15745790232	10.1298122502	3.24015548752	0.97235624319	278	59	512	7.07008772659	9.49943218286	9.35731668323	2.28721414603	-0.142115499628	78	23	181	2.46034518609	-0.388117208909
CD84	8.03362703165		6.51776004498	-1.51585995822		125	0	76	7.63405505381	8.24135690465	7.61128119202	-0.0227738617949	-0.630075712633	9	19	407	6.54646571431	8.18795815396	9.26883997654	2.72237426222	1.08088182258	929	5	689	7.31395853237	8.95535685619	9.48685205406	2.1727436627	0.531494778095	178	112	1097	7.1110470702	9.10497656876	8.00640915484	0.89536542336	-1.0985640752	303	51	382	6.80496393536	8.20952803894	8.64474109673	1.83981609428	0.435083943483	271	12	182	6.09169359995	6.63255542833	10.4553057549	4.36361215491	3.82245694758	27	72	529	6.9613515418	8.20196505432	7.69731275068	0.735929275232	-0.504664110603	110	50	371	9.20988028406	10.4928133773	10.3645434364	1.15466315233	-0.128269940875	287	59	515	7.88262598163	11.6820407416	9.95700317335	2.07437719172	-1.72534090409	165	4	179	6.89448475902	8.08676885896	7.4926908601	0.597814653058	-0.594077998855	100	51	495	6.88082234095	11.0143171115	8.80451295046	1.92369059358	-2.20980416104	556	1	467	7.26201762343	8.34068344497	9.81304788238	2.55103025895	1.46915443593	173	36	413	7.42846480455		9.07236217056	1.64390400884		165	0	154	6.28973853263	7.70056621183	8.40286530988	2.11312941531	0.702317254893	278	59	512	6.43900048231	7.32201144632	7.60201039066	1.16289196102	0.279998944342	78	23	181	1.74186005156	-0.316467025739
LILRA5	4.95355794307		3.55200800903	-1.40154104202		125	0	76	4.27761205676	6.77376060248	5.73213917352	1.45452711676	-1.04162142896	9	19	407	3.22953504261	2.58754081949	2.81868563852	-0.410849404093	0.231144819029	929	5	689	4.87745485035	5.05693835424	5.22367115165	0.346179518832	0.166717266775	178	112	1097	4.66355628626	6.51409265913	6.03545408078	1.37190575354	-0.478630619337	303	51	382	3.54344112596	4.06689341443	5.10833000115	1.56528449262	1.00020587106	271	12	182	4.9195431351	4.99206588427	7.00857156552	2.08902843041	2.01584510527	27	72	529	5.85379256166	7.38285551142	5.24164017282	-0.612175522782	-2.14125799777	110	50	371	8.55310927568	9.30245876485	7.20590536938	-1.3472039063	-2.09655339547	287	59	515	3.91816611136	8.57621542952	7.44057720385	3.52241109249	-1.44387180218	165	4	179	4.2251289886	4.72331876082	4.44658120969	0.221369576711	-0.276737551132	100	51	495	2.52052829671	8.25349626752	6.12624024686	3.60571123994	-2.12725602066	556	1	467	4.82276641491	6.11818161785	6.13016988372	1.30740346881	-0.000851118964677	173	36	413	2.95167633289		6.88347212172	3.93180966354		165	0	154	4.11620854643	4.17673443967	4.53208509432	0.41587322189	0.355351991188	278	59	512	3.98508296137	4.77275007467	5.50619364029	1.52093526307	0.73344356562	78	23	181	1.33965461117	-0.377684085235
